路径编号,车型,节点序列,是否可行,总成本,固定成本,能耗成本,碳排成本,等待成本,迟到成本,总距离,违规信息,到达时刻,服务开始时刻,离开时刻
79,fuel_1500,0 -> 43_1 -> 0,True,768.1823627361861,400.0,181.45258503723554,39.47487873303486,147.25489896591566,0.0,77.177075385153,[],"[8.0, 9.52058838503755, 18.30673835289764]","[8.0, 16.883333333333333, 18.30673835289764]","[8.0, 17.216666666666665, 18.30673835289764]"
80,fuel_3000,0 -> 73_1 -> 8_7 -> 0,True,1097.3284979597004,400.0,316.5181691902885,68.85829894914352,101.11869648693506,210.83333333333334,127.62105356030881,[],"[8.0, 10.215068622715464, 16.0, 17.26631209808066]","[8.0, 13.366666666666667, 16.0, 17.26631209808066]","[8.0, 13.700000000000001, 16.333333333333332, 17.26631209808066]"
81,fuel_3000,0 -> 65_4 -> 72_1 -> 0,True,872.7052052308727,400.0,244.51950943699183,53.19504255563887,174.99065323824198,0.0,103.57542580017571,[],"[8.0, 9.608268877445141, 16.808865127309424, 20.72328619691259]","[8.0, 15.95, 19.216666666666665, 20.72328619691259]","[8.0, 16.28333333333333, 19.549999999999997, 20.72328619691259]"
82,fuel_1500,0 -> 63_5 -> 0,True,797.6328947096581,400.0,224.89315770587717,48.92534392115177,123.81439308262905,0.0,94.3597395863948,[],"[8.0, 9.675947012535214, 17.532764683423654]","[8.0, 15.866666666666667, 17.532764683423654]","[8.0, 16.2, 17.532764683423654]"
83,ev_1250,0 -> 69_2 -> 0,True,608.7213264614077,400.0,76.00404169291124,15.091900108107652,117.62538466038879,0.0,117.5249561613834,[],"[8.0, 9.885397433647228, 17.759957007929145]","[8.0, 15.766666666666667, 17.759957007929145]","[8.0, 16.1, 17.759957007929145]"
84,fuel_1500,0 -> 53_2 -> 0,True,699.2233550723372,400.0,101.43634536515532,22.06740362277042,175.7196060844114,0.0,41.4272450198718,[],"[8.0, 9.197353029112765, 18.901797246043387]","[8.0, 17.983333333333334, 18.901797246043387]","[8.0, 18.316666666666666, 18.901797246043387]"
85,fuel_3000,0 -> 66_2 -> 6_3 -> 0,True,981.7398855081786,400.0,265.9784067312824,57.86341015295331,107.06473529060965,150.83333333333337,110.669457442549,[],"[8.0, 9.69024646927451, 16.0, 17.481303225095065]","[8.0, 9.69024646927451, 16.0, 17.481303225095065]","[8.0, 10.023579802607843, 16.333333333333332, 17.481303225095065]"
86,fuel_1250,0 -> 16_1 -> 35_1 -> 0,True,888.1643748216352,400.0,400.9401376488869,87.22423717274833,0.0,0.0,179.4999480383893,[],"[8.0, 9.63000228284436, 10.802932642325388, 14.389390259886486]","[8.0, 9.63000228284436, 10.802932642325388, 14.389390259886486]","[8.0, 9.963335616177694, 11.136265975658722, 14.389390259886486]"
87,fuel_1250,0 -> 51_1 -> 0,True,790.6870956421106,400.0,189.3654856966998,41.19632455258494,160.125285392826,0.0,79.7371717776724,[],"[8.0, 9.543735730358701, 19.009564573130966]","[8.0, 17.55, 19.009564573130966]","[8.0, 17.883333333333333, 19.009564573130966]"
88,fuel_1500,0 -> 6_1 -> 0,True,917.9618259853952,400.0,195.7058571263175,42.575667774701046,128.8469677510433,150.83333333333337,81.2762683367306,[],"[8.0, 16.0, 17.481303225095065]","[8.0, 16.0, 17.481303225095065]","[8.0, 16.333333333333332, 17.481303225095065]"
89,fuel_1500,0 -> 8_3 -> 0,True,937.1886304394276,400.0,159.95723912765035,34.79858176580572,131.5994762126382,210.83333333333334,66.0548965441108,[],"[8.0, 16.0, 17.26631209808066]","[8.0, 16.0, 17.26631209808066]","[8.0, 16.333333333333332, 17.26631209808066]"
90,fuel_3000,0 -> 57_4 -> 7_4 -> 0,True,995.8547967325064,400.0,316.3525658264359,68.82227205702443,105.30435509645514,105.37560375259093,138.1287793496321,[],"[8.0, 9.368115578510576, 16.24084540838515, 18.331317924425534]","[8.0, 14.633333333333333, 16.24084540838515, 18.331317924425534]","[8.0, 14.966666666666667, 16.574178741718484, 18.331317924425534]"
91,fuel_3000,0 -> 59_3 -> 55_7 -> 0,True,978.0229479422496,400.0,365.535402065005,79.52196253465428,132.9655833425905,0.0,152.58418927136887,[],"[8.0, 10.479584079838432, 12.038803419698711, 20.115630112957845]","[8.0, 11.25, 17.916666666666668, 20.115630112957845]","[8.0, 11.583333333333334, 18.25, 20.115630112957845]"
92,fuel_1500,0 -> 50_3 -> 0,True,999.1639727260564,400.0,327.8798487105833,71.33002411732014,199.954099898153,0.0,140.9824863605382,[],"[8.0, 10.152295005092348, 22.474611389273136]","[8.0, 20.15, 22.474611389273136]","[8.0, 20.48333333333333, 22.474611389273136]"
93,ev_1250,0 -> 44_2 -> 0,True,619.0895464965752,400.0,60.05508451233453,11.92496236063521,147.10949962360547,0.0,92.727800414795,[],"[8.0, 9.661191685486392, 18.659714695124222]","[8.0, 17.016666666666666, 18.659714695124222]","[8.0, 17.349999999999998, 18.659714695124222]"
94,fuel_3000,0 -> 12_2 -> 31_2 -> 0,True,817.8984041474414,400.0,227.06419324691058,49.39765113402402,133.1032264331735,8.333333333333304,100.6597586749946,[],"[8.0, 16.0, 16.712564681091056, 18.636117238693913]","[8.0, 16.0, 16.816666666666666, 18.636117238693913]","[8.0, 16.333333333333332, 17.15, 18.636117238693913]"
95,fuel_3000,0 -> 31_1 -> 54_3 -> 0,True,1031.7945792829119,400.0,403.2227292731932,87.72081333091131,140.85103667880725,0.0,177.86886766489528,[],"[8.0, 9.774114832726305, 17.97358309707318, 21.02176037895849]","[8.0, 16.816666666666666, 17.97358309707318, 21.02176037895849]","[8.0, 17.15, 18.306916430406513, 21.02176037895849]"
96,fuel_3000,0 -> 36_3 -> 55_8 -> 0,True,932.5181042392694,400.0,318.1222844043693,69.2072730546194,145.18854678028055,0.0,139.1115380974276,[],"[8.0, 9.824219090443036, 16.09968690387627, 20.115630112957845]","[8.0, 15.266666666666667, 17.916666666666668, 20.115630112957845]","[8.0, 15.600000000000001, 18.25, 20.115630112957845]"
97,fuel_3000,0 -> 64_4 -> 44_1 -> 0,True,855.433812792363,400.0,264.965582212552,57.64307091090545,132.82515966890557,0.0,113.7906670562069,[],"[8.0, 9.699350430360065, 14.826058252861323, 18.659714695124222]","[8.0, 14.15, 17.016666666666666, 18.659714695124222]","[8.0, 14.483333333333334, 17.349999999999998, 18.659714695124222]"
98,fuel_3000,0 -> 64_3 -> 75_1 -> 0,True,875.3671189847046,400.0,317.32114240108837,69.03298519081758,89.01299139279871,0.0,141.054553821399,[],"[8.0, 9.699350430360065, 14.919306795291893, 17.18685319574893]","[8.0, 14.15, 14.919306795291893, 17.18685319574893]","[8.0, 14.483333333333334, 15.252640128625227, 17.18685319574893]"
99,fuel_3000,0 -> 87_1 -> 70_1 -> 10_2 -> 0,True,1140.6851669032644,400.0,492.43392369158994,107.12864420073743,120.55677952992014,20.565819481016856,200.24345610648118,[],"[8.0, 10.824914741351785, 12.994649722953671, 16.0, 21.388097474218537]","[8.0, 11.3, 12.994649722953671, 19.666666666666668, 21.388097474218537]","[8.0, 11.633333333333335, 13.327983056287005, 20.0, 21.388097474218537]"
100,fuel_3000,0 -> 56_2 -> 58_1 -> 0,True,932.6938701716917,400.0,381.66882055481375,83.03177606695427,67.99327354992374,0.0,159.31775788122502,[],"[8.0, 10.433669655837146, 14.521924364694305, 16.44677548205057]","[8.0, 13.833333333333334, 14.521924364694305, 16.44677548205057]","[8.0, 14.166666666666668, 14.85525769802764, 16.44677548205057]"
101,ev_1250,0 -> 44_3 -> 0,True,619.0895464965752,400.0,60.05508451233453,11.92496236063521,147.10949962360547,0.0,92.727800414795,[],"[8.0, 9.661191685486392, 18.659714695124222]","[8.0, 17.016666666666666, 18.659714695124222]","[8.0, 17.349999999999998, 18.659714695124222]"
102,fuel_1500,0 -> 47_2 -> 0,True,695.3978353264022,400.0,81.72039528218102,17.778212931591955,195.8992271126292,0.0,33.0606074004938,[],"[8.0, 9.121705311035207, 19.716957731645394]","[8.0, 18.916666666666668, 19.716957731645394]","[8.0, 19.25, 19.716957731645394]"
103,fuel_1500,0 -> 81_1 -> 0,True,868.0484748551439,400.0,265.8704320181858,57.83992033215604,144.33812250480213,0.0,113.5835158817776,[],"[8.0, 9.84976054142656, 19.004286947482733]","[8.0, 17.066666666666666, 19.004286947482733]","[8.0, 17.4, 19.004286947482733]"
104,fuel_1500,0 -> 57_3 -> 0,True,680.6452946483566,400.0,144.01137007408855,31.32956947781305,105.30435509645514,0.0,60.3135829832696,[],"[8.0, 9.368115578510576, 15.799815202211906]","[8.0, 14.633333333333333, 15.799815202211906]","[8.0, 14.966666666666667, 15.799815202211906]"
105,ev_1250,0 -> 75_3 -> 0,True,590.6036668386838,400.0,86.91623202637078,17.25870180450466,86.42873300780838,0.0,136.9422851523582,[],"[8.0, 10.095230016276247, 16.543676343959863]","[8.0, 14.416666666666666, 16.543676343959863]","[8.0, 14.75, 16.543676343959863]"
106,fuel_1500,0 -> 7_3 -> 0,True,973.9661325867164,400.0,295.335037074467,64.24992386710036,121.04783831181571,93.33333333333336,124.4054541356592,[],"[8.0, 16.0, 18.090472516040382]","[8.0, 16.0, 18.090472516040382]","[8.0, 16.333333333333332, 18.090472516040382]"
107,fuel_1500,0 -> 59_6 -> 0,True,890.4416804577079,400.0,390.15534806185997,84.87801399261662,15.408318403231362,0.0,164.154552852561,[],"[8.0, 10.479584079838432, 14.233163527901397]","[8.0, 11.25, 14.233163527901397]","[8.0, 11.583333333333334, 14.233163527901397]"
108,fuel_1500,0 -> 57_5 -> 0,True,680.6452946483566,400.0,144.01137007408855,31.32956947781305,105.30435509645514,0.0,60.3135829832696,[],"[8.0, 9.368115578510576, 15.799815202211906]","[8.0, 14.633333333333333, 15.799815202211906]","[8.0, 14.966666666666667, 15.799815202211906]"
109,fuel_3000,0 -> 83_1 -> 55_2 -> 0,True,927.7189979344839,400.0,315.7772167702624,68.6971052856778,143.24467587854372,0.0,145.29482385924405,[],"[8.0, 8.925862207074527, 15.628570665664956, 20.115630112957845]","[8.0, 13.8, 17.916666666666668, 20.115630112957845]","[8.0, 14.133333333333335, 18.25, 20.115630112957845]"
110,fuel_1500,0 -> 60_7 -> 0,True,534.9691555826953,400.0,90.67676210024203,19.726664059797073,24.56572942265616,0.0,36.748182959378,[],"[8.0, 9.155046862200525, 11.235708798861271]","[8.0, 10.383333333333333, 11.235708798861271]","[8.0, 10.716666666666667, 11.235708798861271]"
111,fuel_3000,0 -> 38_1 -> 82_1 -> 0,True,1062.1045673028846,400.0,505.5777137148602,109.98806622084584,7.358525547974644,39.180261819203736,212.810857774752,[],"[8.0, 10.098740389267935, 13.816938569717408, 15.355050320000014]","[8.0, 10.466666666666667, 13.816938569717408, 15.355050320000014]","[8.0, 10.8, 14.150271903050742, 15.355050320000014]"
112,fuel_3000,0 -> 39_2 -> 31_3 -> 0,True,1079.636971121458,400.0,486.4353781458283,105.82366495260527,87.37792802302451,0.0,203.17295098234447,[],"[8.0, 10.903522093621909, 15.677581505226865, 18.636117238693913]","[8.0, 14.133333333333333, 16.816666666666666, 18.636117238693913]","[8.0, 14.466666666666667, 17.15, 18.636117238693913]"
113,fuel_1500,0 -> 60_3 -> 0,True,534.9691555826953,400.0,90.67676210024203,19.726664059797073,24.56572942265616,0.0,36.748182959378,[],"[8.0, 9.155046862200525, 11.235708798861271]","[8.0, 10.383333333333333, 11.235708798861271]","[8.0, 10.716666666666667, 11.235708798861271]"
114,fuel_3000,0 -> 64_2 -> 64_5 -> 0,True,769.9859546773782,400.0,230.76927441928964,50.20368886528975,89.01299139279871,0.0,96.9481575978232,[],"[8.0, 9.699350430360065, 14.483333333333334, 16.082930662869444]","[8.0, 14.15, 14.483333333333334, 16.082930662869444]","[8.0, 14.483333333333334, 14.816666666666668, 16.082930662869444]"
115,fuel_1500,0 -> 31_5 -> 0,True,841.810284528651,400.0,247.18444950783402,53.7747983420098,140.85103667880725,0.0,105.2171004995292,[],"[8.0, 9.774114832726305, 18.636117238693913]","[8.0, 16.816666666666666, 18.636117238693913]","[8.0, 17.15, 18.636117238693913]"
116,ev_1250,0 -> 46_2 -> 0,True,524.8561711685795,400.0,84.19352961975265,16.718062756507592,23.944578792319255,0.0,130.3961910751898,[],"[8.0, 10.002771060384037, 13.919073457581582]","[8.0, 11.2, 13.919073457581582]","[8.0, 11.533333333333333, 13.919073457581582]"
117,ev_1250,0 -> 71_3 -> 0,True,694.8876078791325,400.0,95.09576177529428,18.882887086661334,180.90895901717687,0.0,149.4022850791938,[],"[8.0, 10.271218715807823, 21.76020176665528]","[8.0, 19.316666666666666, 21.76020176665528]","[8.0, 19.65, 21.76020176665528]"
118,fuel_1500,0 -> 50_1 -> 0,True,999.1639727260564,400.0,327.8798487105833,71.33002411732014,199.954099898153,0.0,140.9824863605382,[],"[8.0, 10.152295005092348, 22.474611389273136]","[8.0, 20.15, 22.474611389273136]","[8.0, 20.48333333333333, 22.474611389273136]"
119,ev_1250,0 -> 79_1 -> 0,True,510.8654830619943,400.0,92.49835536421571,18.367127697778564,0.0,0.0,142.1726067760906,[],"[8.0, 10.169104615481505, 13.381059797035995]","[8.0, 10.169104615481505, 13.381059797035995]","[8.0, 10.502437948814839, 13.381059797035995]"
120,fuel_1500,0 -> 53_1 -> 0,True,699.2233550723372,400.0,101.43634536515532,22.06740362277042,175.7196060844114,0.0,41.4272450198718,[],"[8.0, 9.197353029112765, 18.901797246043387]","[8.0, 17.983333333333334, 18.901797246043387]","[8.0, 18.316666666666666, 18.901797246043387]"
121,fuel_3000,0 -> 74_1 -> 64_6 -> 0,True,944.6702829865545,400.0,395.40031426025723,86.01905259836647,63.25091612793081,0.0,167.6777062839245,[],"[8.0, 10.020787526936793, 14.481725419495788, 16.080418865264466]","[8.0, 13.183333333333334, 14.481725419495788, 16.080418865264466]","[8.0, 13.516666666666667, 14.815058752829122, 16.080418865264466]"
122,fuel_3000,0 -> 41_2 -> 65_3 -> 0,True,834.6630122005777,400.0,266.2236212792406,57.9167564006369,110.52263452070008,0.0,112.0271844729805,[],"[8.0, 9.835630500634371, 13.221571106663957, 17.510374828325318]","[8.0, 12.633333333333333, 15.95, 17.510374828325318]","[8.0, 12.966666666666667, 16.28333333333333, 17.510374828325318]"
123,fuel_3000,0 -> 74_3 -> 56_5 -> 0,True,1090.293643520307,400.0,515.0039830831392,112.03874430923672,63.25091612793081,0.0,224.98074151929552,[],"[8.0, 10.020787526936793, 14.939685785095204, 17.545671825113143]","[8.0, 13.183333333333334, 14.939685785095204, 17.545671825113143]","[8.0, 13.516666666666667, 15.273019118428538, 17.545671825113143]"
124,fuel_1250,0 -> 71_2 -> 0,True,999.1024394112183,400.0,343.4715031270302,74.72197726701114,180.90895901717687,0.0,149.4022850791938,[],"[8.0, 10.271218715807823, 21.76020176665528]","[8.0, 19.316666666666666, 21.76020176665528]","[8.0, 19.65, 21.76020176665528]"
125,fuel_1500,0 -> 56_1 -> 0,True,924.0716149187059,400.0,374.58717267905655,81.49116868972564,67.99327354992374,0.0,160.90381163327,[],"[8.0, 10.433669655837146, 15.9708636294718]","[8.0, 13.833333333333334, 15.9708636294718]","[8.0, 14.166666666666668, 15.9708636294718]"
126,fuel_1500,0 -> 62_4 -> 0,True,873.4444320694329,400.0,233.181743755548,50.72851982582097,189.5341684880638,0.0,97.7527149276738,[],"[8.0, 9.706624908930143, 20.89735473061686]","[8.0, 19.183333333333334, 20.89735473061686]","[8.0, 19.516666666666666, 20.89735473061686]"
127,fuel_1500,0 -> 42_3 -> 0,True,765.8905909992609,400.0,295.9290970279492,64.37916118063355,5.582332790678137,0.0,125.1363663342164,[],"[8.0, 9.954216693799426, 13.268140744432337]","[8.0, 10.233333333333333, 13.268140744432337]","[8.0, 10.566666666666666, 13.268140744432337]"
128,fuel_1500,0 -> 25_1 -> 0,True,731.8384540063939,400.0,159.47097174035568,34.692794647141376,137.67468761889683,0.0,67.482310800834,[],"[8.0, 9.432932285721826, 17.603139983062626]","[8.0, 16.316666666666666, 17.603139983062626]","[8.0, 16.65, 17.603139983062626]"
129,ev_3000,0 -> 45_3 -> 68_5 -> 0,True,667.7937793458009,400.0,122.84227619370344,24.39243124541435,120.55907190668307,0.0,189.248940011564,[],"[8.0, 9.588713071332513, 18.66199425754105, 20.432856134657513]","[8.0, 15.616666666666667, 18.66199425754105, 20.432856134657513]","[8.0, 15.950000000000001, 18.995327590874382, 20.432856134657513]"
130,fuel_3000,0 -> 63_3 -> 63_4 -> 0,True,797.6328947096581,400.0,224.89315770587717,48.92534392115177,123.81439308262905,0.0,94.3597395863948,[],"[8.0, 9.675947012535214, 16.2, 17.866098016756986]","[8.0, 15.866666666666667, 16.2, 17.866098016756986]","[8.0, 16.2, 16.53333333333333, 17.866098016756986]"
131,fuel_1500,0 -> 65_1 -> 0,True,775.7212433248781,400.0,204.41605569550353,44.47056517827738,126.83462245109716,0.0,86.8745378454326,[],"[8.0, 9.608268877445141, 17.510374828325318]","[8.0, 15.95, 17.510374828325318]","[8.0, 16.28333333333333, 17.510374828325318]"
132,fuel_1500,0 -> 7_2 -> 0,True,973.9661325867164,400.0,295.335037074467,64.24992386710036,121.04783831181571,93.33333333333336,124.4054541356592,[],"[8.0, 16.0, 18.090472516040382]","[8.0, 16.0, 18.090472516040382]","[8.0, 16.333333333333332, 18.090472516040382]"
133,fuel_1500,0 -> 11_1 -> 0,True,1007.4290545749786,400.0,268.0013370394583,58.30349717945798,122.79088702272901,158.33333333333331,114.7663947643086,[],"[8.0, 16.0, 17.954327609665373]","[8.0, 16.0, 17.954327609665373]","[8.0, 16.333333333333332, 17.954327609665373]"
134,fuel_3000,0 -> 8_1 -> 54_2 -> 0,True,1211.2734864121946,400.0,385.0691595158365,83.77151735038674,131.5994762126382,210.83333333333334,171.97910131716083,[],"[8.0, 16.0, 17.543677323908625, 20.591854605793934]","[8.0, 16.0, 17.543677323908625, 20.591854605793934]","[8.0, 16.333333333333332, 17.877010657241957, 20.591854605793934]"
135,fuel_1500,0 -> 62_3 -> 0,True,873.4444320694329,400.0,233.181743755548,50.72851982582097,189.5341684880638,0.0,97.7527149276738,[],"[8.0, 9.706624908930143, 20.89735473061686]","[8.0, 19.183333333333334, 20.89735473061686]","[8.0, 19.516666666666666, 20.89735473061686]"
136,fuel_1500,0 -> 61_2 -> 0,True,765.629007313514,400.0,260.3633400018418,56.64185644415889,48.623810867513306,0.0,113.846992569318,[],"[8.0, 9.852142789957668, 13.96142549037961]","[8.0, 12.283333333333333, 13.96142549037961]","[8.0, 12.616666666666667, 13.96142549037961]"
137,fuel_1500,0 -> 68_2 -> 0,True,871.1856829900008,400.0,242.87523795180942,52.837332482407106,175.47311255578435,0.0,101.7770208998458,[],"[8.0, 9.743011038877448, 20.287528543783132]","[8.0, 18.516666666666666, 20.287528543783132]","[8.0, 18.849999999999998, 20.287528543783132]"
138,fuel_1500,0 -> 56_4 -> 0,True,924.0716149187059,400.0,374.58717267905655,81.49116868972564,67.99327354992374,0.0,160.90381163327,[],"[8.0, 10.433669655837146, 15.9708636294718]","[8.0, 13.833333333333334, 15.9708636294718]","[8.0, 14.166666666666668, 15.9708636294718]"
139,fuel_1500,0 -> 25_2 -> 0,True,731.8384540063939,400.0,159.47097174035568,34.692794647141376,137.67468761889683,0.0,67.482310800834,[],"[8.0, 9.432932285721826, 17.603139983062626]","[8.0, 16.316666666666666, 17.603139983062626]","[8.0, 16.65, 17.603139983062626]"
140,fuel_1500,0 -> 68_4 -> 0,True,871.1856829900008,400.0,242.87523795180942,52.837332482407106,175.47311255578435,0.0,101.7770208998458,[],"[8.0, 9.743011038877448, 20.287528543783132]","[8.0, 18.516666666666666, 20.287528543783132]","[8.0, 18.849999999999998, 20.287528543783132]"
141,fuel_1500,0 -> 62_2 -> 0,True,873.4444320694329,400.0,233.181743755548,50.72851982582097,189.5341684880638,0.0,97.7527149276738,[],"[8.0, 9.706624908930143, 20.89735473061686]","[8.0, 19.183333333333334, 20.89735473061686]","[8.0, 19.516666666666666, 20.89735473061686]"
